,time_bucket,time,bytes,host,latency,method,response,url,useragent
103,2025-01-23-23-00,2025-01-23T23:00:08.307Z,4943,196.206.177.158,387,DELETE,200,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
104,2025-01-23-23-00,2025-01-23T23:00:07.700Z,4998,82.120.141.211,4984,DELETE,403,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
105,2025-01-23-23-00,2025-01-23T23:00:07.084Z,4985,140.34.136.166,226,PUT,500,/usr/admin,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
106,2025-01-23-23-00,2025-01-23T23:00:06.476Z,4917,186.144.240.50,4442,DELETE,200,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
107,2025-01-23-23-00,2025-01-23T23:00:05.869Z,4991,200.131.11.99,1252,POST,500,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
108,2025-01-23-23-00,2025-01-23T23:00:05.263Z,4984,117.16.221.142,4456,DELETE,502,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
109,2025-01-23-23-00,2025-01-23T23:00:04.657Z,4925,135.28.78.106,1789,POST,403,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
110,2025-01-23-23-00,2025-01-23T23:00:04.044Z,5005,197.202.38.83,1961,PUT,502,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
111,2025-01-23-23-00,2025-01-23T23:00:03.438Z,4979,189.125.90.122,2109,DELETE,200,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
112,2025-01-23-23-00,2025-01-23T23:00:02.829Z,5028,135.50.187.203,3733,DELETE,200,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
113,2025-01-23-23-00,2025-01-23T23:00:02.221Z,5084,22.193.12.192,3994,GET,303,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
114,2025-01-23-23-00,2025-01-23T23:00:01.614Z,5029,220.86.37.199,4856,DELETE,502,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
115,2025-01-23-23-00,2025-01-23T23:00:01.007Z,5073,163.73.49.5,4320,POST,200,/usr/admin/developer,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
116,2025-01-23-23-00,2025-01-23T23:00:00.400Z,4916,199.14.28.60,3746,GET,304,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
117,2025-01-23-23-08,2025-01-23T23:08:59.841Z,5041,210.155.101.234,4658,DELETE,303,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
118,2025-01-23-23-08,2025-01-23T23:08:59.234Z,4936,199.165.216.83,1888,GET,502,/usr/admin/developer,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
119,2025-01-23-23-08,2025-01-23T23:08:58.628Z,4951,23.141.188.156,3935,DELETE,200,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
120,2025-01-23-23-08,2025-01-23T23:08:58.021Z,4958,220.151.51.247,2111,GET,304,/usr/admin/developer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
121,2025-01-23-23-08,2025-01-23T23:08:57.414Z,5034,68.239.199.140,2485,PUT,404,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
122,2025-01-23-23-08,2025-01-23T23:08:56.807Z,5010,41.36.82.48,4008,PUT,304,/usr,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
123,2025-01-23-23-08,2025-01-23T23:08:56.200Z,5024,199.123.87.116,4957,PUT,500,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
124,2025-01-23-23-08,2025-01-23T23:08:55.593Z,5008,213.229.30.188,1570,POST,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
125,2025-01-23-23-08,2025-01-23T23:08:54.984Z,5002,97.175.119.245,1330,PUT,303,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
126,2025-01-23-23-08,2025-01-23T23:08:54.378Z,4939,71.252.43.10,3733,POST,200,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
127,2025-01-23-23-08,2025-01-23T23:08:53.771Z,4902,98.219.254.142,400,DELETE,200,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
128,2025-01-23-23-08,2025-01-23T23:08:53.163Z,4940,133.102.129.12,1206,POST,500,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
129,2025-01-23-23-08,2025-01-23T23:08:52.555Z,4967,43.163.106.15,3809,PUT,200,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
130,2025-01-23-23-08,2025-01-23T23:08:51.947Z,5009,212.4.231.18,971,GET,404,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
131,2025-01-23-23-08,2025-01-23T23:08:51.340Z,5077,149.178.193.46,4202,POST,404,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
132,2025-01-23-23-08,2025-01-23T23:08:50.734Z,4939,31.84.187.23,4308,PUT,500,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
133,2025-01-23-23-08,2025-01-23T23:08:50.128Z,4987,14.226.163.12,4814,DELETE,502,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
134,2025-01-23-23-08,2025-01-23T23:08:49.521Z,5033,77.45.111.200,2078,POST,403,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
135,2025-01-23-23-08,2025-01-23T23:08:48.915Z,5020,5.155.210.108,4070,GET,200,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
136,2025-01-23-23-08,2025-01-23T23:08:48.308Z,4991,7.46.117.107,267,DELETE,403,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
137,2025-01-23-23-08,2025-01-23T23:08:47.701Z,4940,42.231.138.35,1332,DELETE,304,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
138,2025-01-23-23-08,2025-01-23T23:08:47.094Z,4977,196.232.152.113,4161,GET,303,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
139,2025-01-23-23-08,2025-01-23T23:08:46.487Z,4930,6.211.198.64,1335,PUT,200,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
140,2025-01-23-23-08,2025-01-23T23:08:45.880Z,5051,189.110.50.47,3827,DELETE,303,/usr,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
141,2025-01-23-23-08,2025-01-23T23:08:45.273Z,4997,203.32.117.14,910,GET,404,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
142,2025-01-23-23-08,2025-01-23T23:08:44.667Z,4928,190.220.43.91,4522,PUT,404,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
143,2025-01-23-23-08,2025-01-23T23:08:44.050Z,4969,66.204.38.14,28,GET,303,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
144,2025-01-23-23-08,2025-01-23T23:08:43.444Z,5074,26.221.241.75,3747,POST,404,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
145,2025-01-23-23-08,2025-01-23T23:08:42.837Z,4953,136.138.108.81,1594,PUT,403,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
146,2025-01-23-23-08,2025-01-23T23:08:42.230Z,4989,82.122.8.59,621,DELETE,404,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
147,2025-01-23-23-08,2025-01-23T23:08:41.623Z,4929,195.173.223.33,3490,PUT,502,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
148,2025-01-23-23-08,2025-01-23T23:08:41.016Z,5035,139.30.245.132,2872,PUT,304,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
149,2025-01-23-23-08,2025-01-23T23:08:40.410Z,4952,42.95.154.205,4954,GET,200,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
150,2025-01-23-23-08,2025-01-23T23:08:39.804Z,5050,107.4.119.230,391,GET,304,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
151,2025-01-23-23-08,2025-01-23T23:08:39.196Z,5070,176.43.148.159,1719,DELETE,303,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
152,2025-01-23-23-08,2025-01-23T23:08:38.590Z,5017,5.212.166.0,1313,GET,200,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
153,2025-01-23-23-08,2025-01-23T23:08:37.982Z,5051,39.22.81.188,4683,DELETE,403,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
154,2025-01-23-23-08,2025-01-23T23:08:37.376Z,4926,208.145.55.255,413,POST,403,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
155,2025-01-23-23-08,2025-01-23T23:08:36.770Z,4973,84.156.77.50,3060,PUT,500,/usr/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
156,2025-01-23-23-08,2025-01-23T23:08:36.162Z,4999,97.107.175.222,840,POST,200,/usr/login,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
157,2025-01-23-23-08,2025-01-23T23:08:35.555Z,4930,214.202.246.197,2047,PUT,404,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
158,2025-01-23-23-08,2025-01-23T23:08:34.949Z,5020,30.254.88.242,1966,PUT,500,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
159,2025-01-23-23-08,2025-01-23T23:08:34.342Z,5145,189.76.173.104,939,PUT,500,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
160,2025-01-23-23-08,2025-01-23T23:08:33.736Z,4905,61.155.12.92,238,GET,304,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
161,2025-01-23-23-08,2025-01-23T23:08:33.129Z,4986,131.234.40.146,3930,POST,303,/usr/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
162,2025-01-23-23-08,2025-01-23T23:08:32.522Z,5001,215.255.88.2,1925,DELETE,304,/usr/admin/developer,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
163,2025-01-23-23-08,2025-01-23T23:08:31.915Z,4966,115.207.98.34,208,GET,200,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
164,2025-01-23-23-08,2025-01-23T23:08:31.309Z,5021,112.176.176.194,3100,PUT,304,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
165,2025-01-23-23-08,2025-01-23T23:08:30.702Z,4993,122.239.119.235,1049,GET,404,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
166,2025-01-23-23-08,2025-01-23T23:08:30.095Z,5014,34.44.141.195,714,GET,500,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
167,2025-01-23-23-08,2025-01-23T23:08:29.489Z,5022,113.93.8.45,332,GET,403,/usr,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
168,2025-01-23-23-08,2025-01-23T23:08:28.882Z,4978,161.195.246.220,4150,GET,200,/usr/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
169,2025-01-23-23-08,2025-01-23T23:08:28.276Z,5038,161.235.220.9,317,DELETE,404,/usr/admin/developer,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
170,2025-01-23-23-08,2025-01-23T23:08:27.669Z,5057,189.225.72.114,3868,GET,303,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
171,2025-01-23-23-08,2025-01-23T23:08:27.063Z,4987,203.106.79.166,2956,GET,404,/usr/register,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
172,2025-01-23-23-08,2025-01-23T23:08:26.456Z,5002,170.204.6.6,1163,PUT,502,/usr/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
173,2025-01-23-23-08,2025-01-23T23:08:25.849Z,4956,164.242.65.2,126,DELETE,502,/usr/admin/developer,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
174,2025-01-23-23-08,2025-01-23T23:08:25.244Z,4949,202.64.255.124,2207,POST,403,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
175,2025-01-23-23-08,2025-01-23T23:08:24.628Z,4936,33.238.132.99,3182,PUT,404,/usr/register,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
176,2025-01-23-23-08,2025-01-23T23:08:24.020Z,4961,170.198.26.40,3142,GET,404,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
177,2025-01-23-23-08,2025-01-23T23:08:23.403Z,5004,18.208.1.20,4366,DELETE,200,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
178,2025-01-23-23-08,2025-01-23T23:08:22.796Z,5061,33.43.228.7,1389,PUT,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
179,2025-01-23-23-08,2025-01-23T23:08:22.188Z,4885,98.172.115.203,999,PUT,500,/usr,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
180,2025-01-23-23-08,2025-01-23T23:08:21.582Z,4928,174.231.55.57,2091,POST,303,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
181,2025-01-23-23-08,2025-01-23T23:08:20.975Z,5060,49.66.129.45,2818,POST,303,/usr/register,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
182,2025-01-23-23-08,2025-01-23T23:08:20.370Z,5049,70.206.162.255,3557,DELETE,304,/usr/admin,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
183,2025-01-23-23-08,2025-01-23T23:08:19.764Z,4972,85.90.175.134,3069,GET,500,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
184,2025-01-23-23-08,2025-01-23T23:08:19.156Z,4871,206.185.150.45,291,GET,404,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
185,2025-01-23-23-08,2025-01-23T23:08:18.550Z,4973,219.231.171.168,3694,DELETE,403,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
186,2025-01-23-23-08,2025-01-23T23:08:17.943Z,4987,214.191.11.36,4743,PUT,303,/usr,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
187,2025-01-23-23-08,2025-01-23T23:08:17.336Z,5053,70.71.156.235,2408,PUT,304,/usr/admin,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
188,2025-01-23-23-08,2025-01-23T23:08:16.730Z,5022,179.42.84.211,675,GET,403,/usr/login,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
189,2025-01-23-23-08,2025-01-23T23:08:16.123Z,4909,13.130.33.91,3761,POST,502,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
190,2025-01-23-23-08,2025-01-23T23:08:15.515Z,5010,108.62.115.117,1408,PUT,200,/usr/register,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
191,2025-01-23-23-08,2025-01-23T23:08:14.909Z,5029,210.10.51.186,1727,DELETE,304,/usr/admin,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
192,2025-01-23-23-08,2025-01-23T23:08:14.303Z,4980,200.30.85.189,3981,DELETE,500,/usr/login,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
193,2025-01-23-23-08,2025-01-23T23:08:13.695Z,4938,189.73.134.154,460,PUT,303,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
194,2025-01-23-23-08,2025-01-23T23:08:13.089Z,5076,36.132.81.72,1610,DELETE,200,/usr,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
195,2025-01-23-23-08,2025-01-23T23:08:12.483Z,5036,63.25.231.1,1710,GET,303,/usr/register,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
196,2025-01-23-23-08,2025-01-23T23:08:11.876Z,4996,18.225.177.27,2644,GET,404,/usr/admin/developer,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
197,2025-01-23-23-08,2025-01-23T23:08:11.270Z,4995,66.155.21.202,3381,GET,502,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
198,2025-01-23-23-08,2025-01-23T23:08:10.663Z,4963,185.226.51.131,1515,GET,404,/usr/admin,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
199,2025-01-23-23-08,2025-01-23T23:08:10.056Z,5000,18.118.87.107,3024,DELETE,502,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
200,2025-01-23-23-08,2025-01-23T23:08:09.450Z,5024,213.251.143.135,204,PUT,200,/usr/admin,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
201,2025-01-23-23-08,2025-01-23T23:08:08.843Z,4978,192.113.177.196,1658,POST,403,/usr,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
202,2025-01-23-23-08,2025-01-23T23:08:08.235Z,4957,13.96.55.76,155,POST,304,/usr/login,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
203,2025-01-23-23-08,2025-01-23T23:08:07.628Z,5006,28.31.98.167,3494,POST,500,/usr/login,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
204,2025-01-23-23-08,2025-01-23T23:08:07.022Z,4917,3.170.53.121,1900,PUT,502,/usr/register,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
205,2025-01-23-23-08,2025-01-23T23:08:06.415Z,4951,76.14.251.135,2683,PUT,304,/usr/login,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
